"number","category","subcategory"
"INC0299882","Degraded Service",""
"INC0299881","Degraded Service",""
"INC0299880","Degraded Service",""
"INC0299879","Degraded Service",""
"INC0299878","Degraded Service",""
"INC0299877","Degraded Service",""
"INC0299876","Degraded Service",""
"INC0299875","Degraded Service",""
"INC0299874","Degraded Service",""
"INC0299873","Degraded Service",""
"INC0299872","Degraded Service",""
"INC0299871","Degraded Service",""
"INC0299870","Assistance",""
"INC0299869","Assistance",""
"INC0299868","Assistance",""
"INC0299867","Degraded Service",""
"INC0299866","Degraded Service",""
"INC0299865","Degraded Service",""
"INC0299864","Degraded Service",""
"INC0299863","Degraded Service",""
"INC0299862","Degraded Service",""
"INC0299861","Degraded Service",""
"INC0299860","Degraded Service",""
"INC0299859","Degraded Service",""
"INC0299858","Degraded Service",""
"INC0299857","Degraded Service",""
"INC0299856","Degraded Service",""
"INC0299855","Account Locked",""
"INC0299854","Degraded Service",""
"INC0299853","Degraded Service",""
"INC0299852","Degraded Service",""
"INC0299851","Degraded Service",""
"INC0299850","Degraded Service",""
"INC0299849","Degraded Service",""
"INC0299848","Degraded Service",""
"INC0299847","Degraded Service",""
"INC0299846","Degraded Service",""
"INC0299845","Degraded Service",""
"INC0299844","Degraded Service",""
"INC0299843","Degraded Service",""
"INC0299842","Degraded Service",""
"INC0299841","Degraded Service",""
"INC0299840","Degraded Service",""
"INC0299839","Degraded Service",""
"INC0299838","Degraded Service",""
"INC0299836","Assistance",""
"INC0299837","Degraded Service",""
"INC0299835","Degraded Service",""
"INC0299834","Degraded Service",""
"INC0299833","Degraded Service",""
"INC0299832","Degraded Service",""
"INC0299831","Degraded Service",""
"INC0299830","Degraded Service",""
"INC0299829","Degraded Service",""
"INC0299828","Assistance",""
"INC0299827","Assistance",""
"INC0299826","Degraded Service",""
"INC0299825","Degraded Service",""
"INC0299824","Degraded Service",""
"INC0299823","Assistance",""
"INC0299822","BitLocker",""
"INC0299821","Degraded Service",""
"INC0299820","Hardware",""
"INC0299819","Degraded Service",""
"INC0299818","Hardware",""
"INC0299817","Data loss / corruption",""
"INC0299816","Assistance",""
"INC0299815","Assistance",""
"INC0299814","Hardware",""
"INC0299813","Hardware",""
"INC0299812","Assistance",""
"INC0299811","Security",""
"INC0299810","Assistance",""
"INC0299809","Information",""
"INC0299808","Degraded Service",""
"INC0299807","BitLocker",""
"INC0299806","Hardware",""
"INC0299805","Assistance",""
"INC0299804","Degraded Service",""
"INC0299803","Degraded Service",""
"INC0299802","BitLocker",""
"INC0299801","Assistance",""
"INC0299800","Hardware issue",""
"INC0299798","Hardware",""
"INC0299797","BitLocker",""
"INC0299796","Hardware issue",""
"INC0299795","Assistance",""
"INC0299794","Hardware issue",""
"INC0299793","Assistance",""
"INC0299792","Degraded Service",""
"INC0299791","Hardware",""
"INC0299790","Degraded Service",""
"INC0299789","Degraded Service",""
"INC0299788","Hardware",""
"INC0299787","Assistance",""
"INC0299786","Assistance",""
"INC0299785","Assistance",""
"INC0299784","Information",""
"INC0299783","Degraded Service",""
"INC0299782","Assistance",""
"INC0299781","Degraded Service",""
"INC0299780","Assistance",""
"INC0299779","Degraded Service",""
"INC0299776","Assistance",""
"INC0299775","Assistance",""
"INC0299774","Assistance",""
"INC0299773","Hardware",""
"INC0299772","Degraded Service",""
"INC0299771","Access rights",""
"INC0299770","BitLocker",""
"INC0299769","Hardware",""
"INC0299768","Password loss or expired",""
"INC0299767","Degraded Service",""
"INC0299765","Degraded Service",""
"INC0299764","Degraded Service",""
"INC0299763","BitLocker",""
"INC0299762","Degraded Service",""
"INC0299761","Assistance",""
"INC0299760","Degraded Service",""
"INC0299759","Assistance",""
"INC0299758","Degraded Service",""
"INC0299757","Assistance",""
"INC0299756","Degraded Service",""
"INC0299755","Degraded Service",""
"INC0299754","Degraded Service",""
"INC0299753","Account Locked","Other"
"INC0299752","Hardware",""
"INC0299751","Password loss or expired",""
"INC0299750","Information",""
"INC0299749","Access rights",""
"INC0299748","Degraded Service",""
"INC0299747","Degraded Service",""
"INC0299746","BitLocker",""
"INC0299745","Degraded Service",""
"INC0299744","Degraded Service",""
"INC0299743","Degraded Service",""
"INC0299742","Degraded Service",""
"INC0299741","Degraded Service",""
"INC0299740","Degraded Service",""
"INC0299739","Degraded Service",""
"INC0299738","Assistance",""
"INC0299737","Degraded Service",""
"INC0299736","Degraded Service",""
"INC0299735","Assistance",""
"INC0299734","Hardware",""
"INC0299733","Degraded Service",""
"INC0299732","Access rights",""
"INC0299731","Degraded Service",""
"INC0299730","Hardware",""
"INC0299729","Assistance",""
"INC0299728","Degraded Service",""
"INC0299727","Degraded Service",""
"INC0299726","Hardware issue",""
"INC0299725","Assistance",""
"INC0299724","Degraded Service",""
"INC0299723","Assistance",""
"INC0299722","Hardware",""
"INC0299721","Assistance",""
"INC0299720","Assistance",""
"INC0299719","Assistance",""
"INC0299718","Degraded Service",""
"INC0299717","Assistance",""
"INC0299716","Assistance",""
"INC0299715","Degraded Service",""
"INC0299714","Degraded Service",""
"INC0299713","Degraded Service",""
"INC0299712","Access rights",""
"INC0299711","Degraded Service",""
"INC0299710","Degraded Service",""
"INC0299709","Hardware issue",""
"INC0299708","Degraded Service",""
"INC0299707","Assistance",""
"INC0299706","Assistance",""
"INC0299705","Degraded Service",""
"INC0299704","Assistance",""
"INC0299703","Degraded Service",""
"INC0299702","Degraded Service",""
"INC0299701","Degraded Service",""
"INC0299700","Assistance",""
"INC0299699","Degraded Service",""
"INC0299696","Assistance",""
"INC0299695","Degraded Service",""
"INC0299694","Degraded Service",""
"INC0299693","Assistance",""
"INC0299692","Assistance",""
"INC0299691","Degraded Service",""
"INC0299690","Assistance",""
"INC0299689","Degraded Service",""
"INC0299688","Degraded Service",""
"INC0299687","BitLocker",""
"INC0299686","Hardware issue",""
"INC0299685","Hardware",""
"INC0299684","Degraded Service",""
"INC0299683","Degraded Service",""
"INC0299682","Assistance",""
"INC0299681","Degraded Service",""
"INC0299680","Degraded Service",""
"INC0299679","Security","Malware"
"INC0299678","Degraded Service",""
"INC0299677","Assistance",""
"INC0299675","Degraded Service",""
"INC0299674","Degraded Service",""
"INC0299673","Degraded Service",""
"INC0299672","Degraded Service",""
"INC0299671","Assistance",""
"INC0299670","Degraded Service",""
"INC0299669","Degraded Service",""
"INC0299668","Assistance",""
"INC0299667","Assistance",""
"INC0299666","Assistance",""
"INC0299665","Degraded Service",""
"INC0299664","BitLocker",""
"INC0299663","Hardware issue",""
"INC0299662","Degraded Service",""
"INC0299661","Degraded Service",""
"INC0299660","Hardware issue",""
"INC0299657","Information",""
"INC0299656","Degraded Service",""
"INC0299655","Hardware issue",""
"INC0299654","Degraded Service",""
"INC0299653","Assistance",""
"INC0299652","Account Locked",""
"INC0299651","Access rights",""
"INC0299650","Assistance",""
"INC0299649","Degraded Service",""
"INC0299648","Degraded Service",""
"INC0299647","Degraded Service",""
"INC0299646","Assistance",""
"INC0299645","Degraded Service",""
"INC0299644","BitLocker",""
"INC0299643","Degraded Service",""
"INC0299642","BitLocker",""
"INC0299640","Assistance",""
"INC0299639","Hardware",""
"INC0299638","BitLocker",""
"INC0299637","Hardware",""
"INC0299636","Degraded Service",""
"INC0299635","Assistance",""
"INC0299634","Hardware",""
"INC0299633","Assistance",""
"INC0299632","Hardware",""
"INC0299631","Degraded Service",""
"INC0299630","Assistance",""
"INC0299629","Assistance",""
"INC0299628","Degraded Service",""
"INC0299627","Assistance",""
"INC0299626","Hardware issue",""
"INC0299625","BitLocker",""
"INC0299624","Hardware",""
"INC0299623","Assistance",""
"INC0299622","BitLocker",""
"INC0299621","Assistance",""
"INC0299620","Degraded Service",""
"INC0299619","Degraded Service",""
"INC0299618","Security",""
"INC0299617","Password loss or expired",""
"INC0299616","Degraded Service",""
"INC0299615","Degraded Service",""
"INC0299614","Hardware",""
"INC0299613","Degraded Service",""
"INC0299612","Degraded Service",""
"INC0299611","Degraded Service",""
"INC0299610","Degraded Service",""
"INC0299609","BitLocker",""
"INC0299608","Degraded Service",""
"INC0299607","BitLocker",""
"INC0299606","Degraded Service",""
"INC0299605","Degraded Service",""
"INC0299604","Data loss / corruption",""
"INC0299603","Data loss / corruption",""
"INC0299602","Degraded Service",""
"INC0299601","Data loss / corruption",""
"INC0299600","Assistance",""
"INC0299599","Degraded Service",""
"INC0299598","Assistance",""
"INC0299597","BitLocker",""
"INC0299596","Degraded Service",""
"INC0299595","Degraded Service",""
"INC0299594","Assistance",""
"INC0299593","Degraded Service",""
"INC0299592","Degraded Service",""
"INC0299591","Degraded Service",""
"INC0299590","Degraded Service",""
"INC0299589","Assistance",""
"INC0299588","Assistance",""
"INC0299587","Degraded Service",""
"INC0299586","Degraded Service",""
"INC0299585","Degraded Service",""
"INC0299584","Degraded Service",""
"INC0299583","Degraded Service",""
"INC0299582","Degraded Service",""
"INC0299581","Degraded Service",""
"INC0299580","Assistance",""
"INC0299579","Degraded Service",""
"INC0299578","Degraded Service",""
"INC0299577","Degraded Service",""
"INC0299576","Degraded Service",""
"INC0299575","Degraded Service",""
"INC0299574","Degraded Service",""
"INC0299573","Degraded Service",""
"INC0299572","Degraded Service",""
"INC0299571","Degraded Service",""
"INC0299570","Degraded Service",""
"INC0299569","Degraded Service",""
"INC0299568","Degraded Service",""
"INC0299567","Degraded Service",""
"INC0299566","Degraded Service",""
"INC0299565","Degraded Service",""
"INC0299564","Degraded Service",""
"INC0299563","Degraded Service",""
"INC0299562","Degraded Service",""
"INC0299561","Degraded Service",""
"INC0299560","Degraded Service",""
"INC0299559","Degraded Service",""
"INC0299558","Degraded Service",""
"INC0299557","Degraded Service",""
"INC0299556","Degraded Service",""
"INC0299555","Degraded Service",""
"INC0299554","Degraded Service",""
"INC0299553","Degraded Service",""
"INC0299552","Degraded Service",""
"INC0299551","Degraded Service",""
"INC0299550","Degraded Service",""
"INC0299549","Degraded Service",""
"INC0299548","Degraded Service",""
"INC0299547","Degraded Service",""
"INC0299546","Degraded Service",""
"INC0299545","Information",""
"INC0299544","Degraded Service",""
"INC0299543","BitLocker",""
"INC0299542","Degraded Service",""
"INC0299541","Degraded Service",""
"INC0299540","Degraded Service",""
"INC0299539","Degraded Service",""
"INC0299538","Degraded Service",""
"INC0299537","Degraded Service",""
"INC0299536","Degraded Service",""
"INC0299535","Degraded Service",""
"INC0299534","Degraded Service",""
"INC0299533","Degraded Service",""
"INC0299532","Degraded Service",""
"INC0299531","Degraded Service",""
"INC0299530","Degraded Service",""
"INC0299529","Degraded Service",""
"INC0299528","Degraded Service",""
"INC0299527","Degraded Service",""
"INC0299526","Degraded Service",""
"INC0299525","Degraded Service",""
"INC0299524","Degraded Service",""
"INC0299523","Degraded Service",""
"INC0299522","Degraded Service",""
"INC0299521","Degraded Service",""
"INC0299520","Degraded Service",""
"INC0299519","Degraded Service",""
"INC0299518","Degraded Service",""
"INC0299517","Degraded Service",""
"INC0299516","Degraded Service",""
"INC0299515","Degraded Service",""
"INC0299514","Degraded Service",""
"INC0299513","Degraded Service",""
"INC0299512","Degraded Service",""
"INC0299511","Degraded Service",""
"INC0299510","Degraded Service",""
"INC0299509","Degraded Service",""
"INC0299508","Degraded Service",""
"INC0299507","Degraded Service",""
"INC0299506","Degraded Service",""
"INC0299505","Degraded Service",""
"INC0299504","Degraded Service",""
"INC0299503","Degraded Service",""
"INC0299502","Degraded Service",""
"INC0299501","Degraded Service",""
"INC0299500","Degraded Service",""
"INC0299499","Degraded Service",""
"INC0299498","Degraded Service",""
"INC0299497","Assistance",""
"INC0299496","Degraded Service",""
"INC0299495","Degraded Service",""
"INC0299494","Degraded Service",""
"INC0299493","Degraded Service",""
"INC0299492","Degraded Service",""
"INC0299491","Degraded Service",""
"INC0299490","Degraded Service",""
"INC0299489","Degraded Service",""
"INC0299488","Degraded Service",""
"INC0299487","Degraded Service",""
"INC0299486","Degraded Service",""
"INC0299485","Degraded Service",""
"INC0299484","Degraded Service",""
"INC0299483","Degraded Service",""
"INC0299482","Degraded Service",""
"INC0299481","Degraded Service",""
"INC0299480","Degraded Service",""
"INC0299479","Degraded Service",""
"INC0299478","Degraded Service",""
"INC0299477","Degraded Service",""
"INC0299476","Degraded Service",""
"INC0299475","Degraded Service",""
"INC0299474","Degraded Service",""
"INC0299473","Degraded Service",""
"INC0299472","Degraded Service",""
"INC0299471","Degraded Service",""
"INC0299470","Degraded Service",""
"INC0299469","Assistance",""
"INC0299468","Degraded Service",""
"INC0299467","Information",""
"INC0299466","Degraded Service",""
"INC0299465","Degraded Service",""
"INC0299464","Degraded Service",""
"INC0299463","Degraded Service",""
"INC0299462","Degraded Service",""
"INC0299461","Degraded Service",""
"INC0299460","Degraded Service",""
"INC0299459","Degraded Service",""
"INC0299458","Degraded Service",""
"INC0299457","Degraded Service",""
"INC0299456","Degraded Service",""
"INC0299455","Hardware issue",""
"INC0299454","Degraded Service",""
"INC0299453","Degraded Service",""
"INC0299452","Degraded Service",""
"INC0299451","Degraded Service",""
"INC0299450","Degraded Service",""
"INC0299449","Degraded Service",""
"INC0299448","Degraded Service",""
"INC0299447","Degraded Service",""
"INC0299446","Degraded Service",""
"INC0299445","Degraded Service",""
"INC0299444","Degraded Service",""
"INC0299443","Degraded Service",""
"INC0299442","Degraded Service",""
"INC0299441","Degraded Service",""
"INC0299440","Degraded Service",""
"INC0299439","Degraded Service",""
"INC0299438","Degraded Service",""
"INC0299437","Degraded Service",""
"INC0299436","Degraded Service",""
"INC0299435","Degraded Service",""
"INC0299434","Degraded Service",""
"INC0299433","Degraded Service",""
"INC0299432","Degraded Service",""
"INC0299431","Degraded Service",""
"INC0299430","Degraded Service",""
"INC0299429","Assistance",""
"INC0299428","Degraded Service",""
"INC0299427","Degraded Service",""
"INC0299426","Degraded Service",""
"INC0299425","Degraded Service",""
"INC0299424","Degraded Service",""
"INC0299423","Degraded Service",""
"INC0299422","Degraded Service",""
"INC0299421","Degraded Service",""
"INC0299420","Degraded Service",""
"INC0299419","Degraded Service",""
"INC0299418","Degraded Service",""
"INC0299417","Degraded Service",""
"INC0299416","Degraded Service",""
"INC0299415","Degraded Service",""
"INC0299414","Degraded Service",""
"INC0299413","Degraded Service",""
"INC0299412","Degraded Service",""
"INC0299411","Degraded Service",""
"INC0299410","Degraded Service",""
