"number","category","subcategory"
"INC0272636","Degraded Service",""
"INC0272635","Degraded Service",""
"INC0272634","Degraded Service",""
"INC0272633","Degraded Service",""
"INC0272632","Degraded Service",""
"INC0272631","Degraded Service",""
"INC0272630","Degraded Service",""
"INC0272629","Degraded Service",""
"INC0272628","Degraded Service",""
"INC0272627","Degraded Service",""
"INC0272626","Degraded Service",""
"INC0272625","BitLocker",""
"INC0272624","Degraded Service",""
"INC0272623","Degraded Service",""
"INC0272622","Degraded Service",""
"INC0272621","Degraded Service",""
"INC0272620","Hardware",""
"INC0272619","Degraded Service",""
"INC0272618","Degraded Service",""
"INC0272617","Degraded Service",""
"INC0272616","Degraded Service",""
"INC0272615","Degraded Service",""
"INC0272614","Degraded Service",""
"INC0272613","Degraded Service",""
"INC0272612","Degraded Service",""
"INC0272611","Degraded Service",""
"INC0272610","Degraded Service",""
"INC0272609","Degraded Service",""
"INC0272608","Assistance",""
"INC0272607","Degraded Service",""
"INC0272606","Assistance",""
"INC0272605","Degraded Service",""
"INC0272604","Degraded Service",""
"INC0272603","Degraded Service",""
"INC0272602","Degraded Service",""
"INC0272601","Assistance",""
"INC0272600","Degraded Service",""
"INC0272599","Access rights",""
"INC0272598","Degraded Service",""
"INC0272597","Degraded Service",""
"INC0272596","Degraded Service",""
"INC0272595","Degraded Service",""
"INC0272594","Degraded Service",""
"INC0272593","Hardware",""
"INC0272592","Degraded Service",""
"INC0272591","Information",""
"INC0272590","Hardware",""
"INC0272589","Access rights",""
"INC0272588","Degraded Service",""
"INC0272587","Password loss or expired",""
"INC0272586","Degraded Service",""
"INC0272585","Degraded Service",""
"INC0272584","Degraded Service",""
"INC0272583","Degraded Service",""
"INC0272582","Degraded Service",""
"INC0272581","Degraded Service",""
"INC0272580","Degraded Service",""
"INC0272579","Degraded Service",""
"INC0272578","Degraded Service",""
"INC0272577","Degraded Service",""
"INC0272576","Degraded Service",""
"INC0272575","Degraded Service",""
"INC0272574","Degraded Service",""
"INC0272573","Degraded Service",""
"INC0272572","Degraded Service",""
"INC0272571","Degraded Service",""
"INC0272570","Assistance",""
"INC0272569","Degraded Service",""
"INC0272568","Access rights",""
"INC0272567","Degraded Service",""
"INC0272566","Degraded Service",""
"INC0272565","Assistance",""
"INC0272564","Degraded Service",""
"INC0272563","Degraded Service",""
"INC0272562","Degraded Service",""
"INC0272561","Assistance",""
"INC0272560","Degraded Service",""
"INC0272559","Degraded Service",""
"INC0272557","BitLocker",""
"INC0272556","Degraded Service",""
"INC0272555","Degraded Service",""
"INC0272554","Degraded Service",""
"INC0272553","Assistance",""
"INC0272552","Degraded Service",""
"INC0272551","Degraded Service",""
"INC0272550","Assistance",""
"INC0272549","Degraded Service",""
"INC0272548","Hardware",""
"INC0272547","Degraded Service",""
"INC0272546","Assistance",""
"INC0272545","Degraded Service",""
"INC0272544","Degraded Service",""
"INC0272543","Degraded Service",""
"INC0272542","Degraded Service",""
"INC0272541","Degraded Service",""
"INC0272540","Degraded Service",""
"INC0272539","Degraded Service",""
"INC0272538","Assistance",""
"INC0272537","Assistance",""
"INC0272536","Hardware",""
"INC0272534","Degraded Service",""
"INC0272532","Hardware",""
"INC0272531","Hardware issue",""
"INC0272530","Degraded Service",""
"INC0272529","Assistance",""
"INC0272528","Degraded Service",""
"INC0272527","Degraded Service",""
"INC0272526","Degraded Service",""
"INC0272525","Degraded Service",""
"INC0272524","Degraded Service",""
"INC0272523","Degraded Service",""
"INC0272522","Degraded Service",""
"INC0272521","Degraded Service",""
"INC0272520","Degraded Service",""
"INC0272518","Degraded Service",""
"INC0272517","Hardware",""
"INC0272516","Assistance",""
"INC0272515","Degraded Service",""
"INC0272514","Hardware issue",""
"INC0272513","BitLocker",""
"INC0272512","BitLocker",""
"INC0272511","Security","Fraudulent service use"
"INC0272510","Degraded Service",""
"INC0272509","Degraded Service",""
"INC0272508","Degraded Service",""
"INC0272507","Hardware",""
"INC0272506","Assistance",""
"INC0272505","Degraded Service",""
"INC0272504","Degraded Service",""
"INC0272503","Degraded Service",""
"INC0272501","Degraded Service",""
"INC0272500","Degraded Service",""
"INC0272499","Degraded Service",""
"INC0272498","Degraded Service",""
"INC0272497","Degraded Service",""
"INC0272496","Assistance",""
"INC0272495","Degraded Service",""
"INC0272494","Hardware",""
"INC0272493","Assistance",""
"INC0272492","Degraded Service",""
"INC0272491","Degraded Service",""
"INC0272490","Degraded Service",""
"INC0272489","Account Locked",""
"INC0272488","Assistance",""
"INC0272487","Degraded Service",""
"INC0272486","Assistance",""
"INC0272485","Hardware issue",""
"INC0272484","Degraded Service",""
"INC0272483","Degraded Service",""
"INC0272482","BitLocker",""
"INC0272481","Degraded Service",""
"INC0272480","Hardware",""
"INC0272479","Degraded Service",""
"INC0272478","Assistance",""
"INC0272477","Degraded Service",""
"INC0272476","Hardware",""
"INC0272475","BitLocker",""
"INC0272474","Hardware",""
"INC0272473","Assistance",""
"INC0272472","Hardware",""
"INC0272471","Hardware",""
"INC0272470","Hardware",""
"INC0272469","Hardware",""
"INC0272468","Hardware",""
"INC0272467","Degraded Service",""
"INC0272466","BitLocker",""
"INC0272464","Maintenance",""
"INC0272463","Assistance",""
"INC0272462","Assistance",""
"INC0272461","Degraded Service",""
"INC0272460","Degraded Service",""
"INC0272459","Degraded Service",""
"INC0272458","Degraded Service",""
"INC0272457","Hardware",""
"INC0272456","Degraded Service",""
"INC0272455","Degraded Service",""
"INC0272454","Assistance",""
"INC0272453","Assistance",""
"INC0272452","Hardware",""
"INC0272451","Degraded Service",""
"INC0272450","Degraded Service",""
"INC0272449","Degraded Service",""
"INC0272448","Degraded Service",""
"INC0272447","Security",""
"INC0272446","Degraded Service",""
"INC0272445","Degraded Service",""
"INC0272444","Hardware",""
"INC0272443","Data loss / corruption",""
"INC0272442","Hardware",""
"INC0272441","Access rights",""
"INC0272440","Degraded Service",""
"INC0272439","Degraded Service",""
"INC0272438","Degraded Service",""
"INC0272437","Degraded Service",""
"INC0272436","Degraded Service",""
"INC0272435","Information",""
"INC0272434","Degraded Service",""
"INC0272433","Degraded Service",""
"INC0272432","Degraded Service",""
"INC0272431","Degraded Service",""
"INC0272430","Degraded Service",""
"INC0272429","Degraded Service",""
"INC0272428","Degraded Service",""
"INC0272427","Hardware",""
"INC0272426","Degraded Service",""
"INC0272425","Degraded Service",""
"INC0272424","Degraded Service",""
"INC0272423","Degraded Service",""
"INC0272422","Degraded Service",""
"INC0272421","Degraded Service",""
"INC0272420","Assistance",""
"INC0272419","Degraded Service",""
"INC0272418","Degraded Service",""
"INC0272417","Degraded Service",""
"INC0272416","Degraded Service",""
"INC0272415","Degraded Service",""
"INC0272414","Degraded Service",""
"INC0272413","Hardware",""
"INC0272412","Degraded Service",""
"INC0272411","Degraded Service",""
"INC0272410","Degraded Service",""
"INC0272409","Degraded Service",""
"INC0272408","Degraded Service",""
"INC0272407","Degraded Service",""
"INC0272406","Assistance",""
"INC0272405","Degraded Service",""
"INC0272404","Degraded Service",""
"INC0272403","Degraded Service",""
"INC0272402","Degraded Service",""
"INC0272401","Degraded Service",""
"INC0272400","Degraded Service",""
"INC0272399","Degraded Service",""
"INC0272398","Degraded Service",""
"INC0272397","Degraded Service",""
"INC0272396","Degraded Service",""
"INC0272395","Degraded Service",""
"INC0272394","Degraded Service",""
"INC0272393","Degraded Service",""
"INC0272392","Degraded Service",""
"INC0272391","Degraded Service",""
"INC0272390","Degraded Service",""
"INC0272389","Degraded Service",""
"INC0272388","Degraded Service",""
"INC0272387","Degraded Service",""
"INC0272386","Degraded Service",""
"INC0272385","Degraded Service",""
"INC0272384","Degraded Service",""
"INC0272383","Degraded Service",""
"INC0272382","Degraded Service",""
"INC0272381","Degraded Service",""
"INC0272380","Degraded Service",""
"INC0272379","Degraded Service",""
"INC0272378","Degraded Service",""
"INC0272377","Degraded Service",""
"INC0272376","Degraded Service",""
"INC0272375","Degraded Service",""
"INC0272374","Degraded Service",""
"INC0272373","Degraded Service",""
"INC0272372","Degraded Service",""
"INC0272371","Degraded Service",""
"INC0272370","Degraded Service",""
"INC0272369","Degraded Service",""
"INC0272368","Degraded Service",""
"INC0272367","Degraded Service",""
"INC0272366","Degraded Service",""
"INC0272365","Degraded Service",""
"INC0272364","Degraded Service",""
"INC0272363","Degraded Service",""
"INC0272362","Degraded Service",""
"INC0272361","Degraded Service",""
"INC0272360","Information",""
"INC0272359","Degraded Service",""
"INC0272358","Degraded Service",""
"INC0272357","Degraded Service",""
"INC0272356","Degraded Service",""
"INC0272355","Degraded Service",""
"INC0272354","Degraded Service",""
"INC0272353","BitLocker",""
"INC0272352","Degraded Service",""
"INC0272351","Degraded Service",""
"INC0272350","Assistance",""
"INC0272349","Degraded Service",""
"INC0272348","Degraded Service",""
"INC0272347","Degraded Service",""
"INC0272346","Information",""
"INC0272345","Degraded Service",""
"INC0272344","Degraded Service",""
"INC0272343","Degraded Service",""
"INC0272342","Degraded Service",""
"INC0272341","Degraded Service",""
"INC0272340","Degraded Service",""
"INC0272339","Assistance",""
"INC0272338","Degraded Service",""
"INC0272337","Degraded Service",""
"INC0272336","Degraded Service",""
"INC0272335","Degraded Service",""
"INC0272334","Degraded Service",""
"INC0272333","Degraded Service",""
"INC0272332","Degraded Service",""
"INC0272331","Degraded Service",""
"INC0272330","Account Locked",""
"INC0272329","Degraded Service",""
"INC0272328","Degraded Service",""
"INC0272327","Degraded Service",""
"INC0272326","Degraded Service",""
"INC0272325","Degraded Service",""
"INC0272324","Degraded Service",""
"INC0272323","Degraded Service",""
"INC0272322","Degraded Service",""
"INC0272321","Information",""
"INC0272320","Degraded Service",""
"INC0272319","Degraded Service",""
"INC0272318","Degraded Service",""
"INC0272317","Degraded Service",""
"INC0272316","Degraded Service",""
"INC0272315","Degraded Service",""
"INC0272314","Degraded Service",""
"INC0272313","Degraded Service",""
"INC0272312","Degraded Service",""
"INC0272311","Degraded Service",""
"INC0272310","Degraded Service",""
"INC0272309","Degraded Service",""
"INC0272308","Degraded Service",""
"INC0272307","Degraded Service",""
"INC0272306","Degraded Service",""
"INC0272305","Degraded Service",""
"INC0272304","Assistance",""
"INC0272303","Degraded Service",""
"INC0272302","Degraded Service",""
"INC0272301","Degraded Service",""
"INC0272300","Degraded Service",""
"INC0272299","Information",""
"INC0272298","Degraded Service",""
"INC0272297","Degraded Service",""
"INC0272296","Degraded Service",""
"INC0272295","Degraded Service",""
"INC0272294","Degraded Service",""
"INC0272292","Degraded Service",""
"INC0272293","Degraded Service",""
"INC0272291","Degraded Service",""
"INC0272290","Degraded Service",""
"INC0272289","Degraded Service",""
"INC0272288","Degraded Service",""
"INC0272287","Degraded Service",""
"INC0272286","Degraded Service",""
"INC0272285","Hardware issue",""
"INC0272284","Degraded Service",""
"INC0272283","Assistance",""
"INC0272282","Assistance",""
"INC0272281","Degraded Service",""
"INC0272280","Access rights",""
"INC0272279","Degraded Service",""
"INC0272278","Degraded Service",""
"INC0272277","Degraded Service",""
"INC0272276","Degraded Service",""
"INC0272275","Hardware issue","Memory"
"INC0272274","Degraded Service",""
"INC0272273","Assistance",""
"INC0272272","Degraded Service",""
"INC0272271","Degraded Service",""
"INC0272270","Degraded Service",""
"INC0272269","Degraded Service",""
"INC0272268","Degraded Service",""
"INC0272267","Complaint",""
"INC0272266","Assistance",""
"INC0272265","Assistance",""
"INC0272264","Degraded Service",""
"INC0272263","Assistance",""
"INC0272262","Assistance",""
"INC0272261","Degraded Service",""
"INC0272260","Degraded Service",""
"INC0272259","BitLocker",""
"INC0272258","Degraded Service",""
"INC0272257","Degraded Service",""
"INC0272256","Degraded Service",""
"INC0272255","Degraded Service",""
"INC0272254","Degraded Service",""
"INC0272253","Password loss or expired",""
"INC0272252","BitLocker",""
"INC0272251","Assistance",""
"INC0272250","Account Locked",""
"INC0272249","Degraded Service",""
"INC0272248","Degraded Service",""
"INC0272247","Degraded Service",""
"INC0272246","Degraded Service",""
"INC0272245","Degraded Service",""
"INC0272244","Degraded Service",""
"INC0272243","Degraded Service",""
"INC0272242","Degraded Service",""
"INC0272241","Degraded Service",""
"INC0272240","Degraded Service",""
"INC0272239","Hardware",""
"INC0272238","Degraded Service",""
"INC0272237","Degraded Service",""
"INC0272236","Hardware",""
"INC0272235","Degraded Service",""
"INC0272234","Degraded Service",""
"INC0272233","Hardware",""
"INC0272232","Degraded Service",""
"INC0272231","Degraded Service",""
"INC0272230","Degraded Service",""
"INC0272229","Degraded Service",""
"INC0272228","Degraded Service",""
"INC0272227","Degraded Service",""
"INC0272226","Degraded Service",""
"INC0272225","Information",""
"INC0272224","BitLocker",""
"INC0272223","Degraded Service",""
"INC0272222","Degraded Service",""
"INC0272221","Degraded Service",""
"INC0272220","Degraded Service",""
"INC0272219","Degraded Service",""
"INC0272218","Hardware issue",""
"INC0272217","Degraded Service",""
"INC0272216","BitLocker",""
"INC0272215","Degraded Service",""
"INC0272214","Degraded Service",""
"INC0272213","Assistance",""
"INC0272212","Assistance",""
"INC0272211","Hardware",""
"INC0272210","Assistance",""
"INC0272209","Degraded Service",""
"INC0272208","Assistance",""
"INC0272207","Degraded Service",""
"INC0272206","Degraded Service",""
"INC0272205","Degraded Service",""
"INC0272204","Degraded Service",""
"INC0272203","Degraded Service",""
"INC0272202","Degraded Service",""
"INC0272201","Degraded Service",""
"INC0272200","Degraded Service",""
"INC0272199","Degraded Service",""
"INC0272198","Degraded Service",""
"INC0272197","Hardware",""
"INC0272196","Degraded Service",""
"INC0272195","BitLocker",""
"INC0272194","Degraded Service",""
"INC0272193","Degraded Service",""
"INC0272192","Degraded Service",""
"INC0272191","Degraded Service",""
"INC0272190","Degraded Service",""
"INC0272189","Degraded Service",""
"INC0272188","Degraded Service",""
"INC0272187","Degraded Service",""
"INC0272186","Degraded Service",""
"INC0272185","Degraded Service",""
"INC0272184","Assistance",""
"INC0272183","BitLocker",""
"INC0272182","Degraded Service",""
"INC0272181","Degraded Service",""
"INC0272180","Degraded Service",""
"INC0272179","Degraded Service",""
"INC0272178","Degraded Service",""
"INC0272177","Assistance",""
"INC0272176","Hardware",""
"INC0272175","Degraded Service",""
"INC0272174","Degraded Service",""
"INC0272173","Degraded Service",""
"INC0272172","Degraded Service",""
"INC0272171","Degraded Service",""
"INC0272170","Hardware",""
"INC0272169","Degraded Service",""
"INC0272168","Degraded Service",""
"INC0272167","Assistance",""
"INC0272166","Degraded Service",""
"INC0272165","Degraded Service",""
"INC0272164","Degraded Service",""
"INC0272163","Degraded Service",""
"INC0272162","Hardware",""
"INC0272161","Degraded Service",""
"INC0272160","Access rights",""
"INC0272159","Degraded Service",""
"INC0272158","Degraded Service",""
"INC0272157","Assistance",""
"INC0272156","Degraded Service",""
"INC0272155","Degraded Service",""
"INC0272154","BitLocker",""
"INC0272153","Degraded Service",""
"INC0272152","Degraded Service",""
"INC0272151","Degraded Service",""
"INC0272150","Degraded Service",""
"INC0272149","Degraded Service",""
"INC0272148","Degraded Service",""
"INC0272147","Degraded Service",""
"INC0272146","Assistance",""
"INC0272145","Degraded Service",""
"INC0272144","Assistance",""
"INC0272143","Hardware",""
"INC0272142","Degraded Service",""
"INC0272141","Data loss / corruption",""
"INC0272140","Data loss / corruption",""
"INC0272139","Data loss / corruption",""
"INC0272138","Degraded Service",""
"INC0272137","Assistance",""
"INC0272136","Degraded Service",""
"INC0272135","Hardware",""
"INC0272134","Degraded Service",""
"INC0272133","Degraded Service",""
"INC0272132","Degraded Service",""
"INC0272131","Degraded Service",""
"INC0272130","Degraded Service",""
"INC0272129","Assistance",""
"INC0272128","Assistance",""
"INC0272127","Hardware issue",""
"INC0272126","Hardware issue",""
"INC0272125","Degraded Service",""
"INC0272124","Hardware",""
"INC0272122","Degraded Service",""
"INC0272121","Degraded Service",""
"INC0272120","BitLocker",""
"INC0272119","Degraded Service",""
"INC0272118","Degraded Service",""
"INC0272117","Degraded Service",""
"INC0272116","Degraded Service",""
"INC0272115","Degraded Service",""
"INC0272114","Degraded Service",""
"INC0272113","Degraded Service",""
"INC0272112","Degraded Service",""
"INC0272111","Degraded Service",""
"INC0272110","Degraded Service",""
"INC0272109","Degraded Service",""
"INC0272108","Assistance",""
"INC0272107","Degraded Service",""
"INC0272106","Degraded Service",""
"INC0272105","Degraded Service",""
"INC0272104","Maintenance",""
"INC0272103","Assistance",""
"INC0272102","Degraded Service",""
"INC0272101","Assistance",""
"INC0272100","Degraded Service",""
"INC0272098","Degraded Service",""
"INC0272097","Degraded Service",""
"INC0272096","Hardware issue",""
"INC0272095","Degraded Service",""
"INC0272094","Degraded Service",""
"INC0272093","Maintenance",""
"INC0272092","Assistance",""
"INC0272091","BitLocker",""
"INC0272090","Degraded Service",""
"INC0272089","Degraded Service",""
"INC0272088","Degraded Service",""
"INC0272087","Degraded Service",""
"INC0272086","Assistance",""
"INC0272085","Assistance",""
"INC0272084","Degraded Service",""
"INC0272083","Assistance",""
"INC0272082","Assistance",""
"INC0272081","Degraded Service",""
"INC0272080","Access rights",""
"INC0272079","Degraded Service",""
"INC0272078","Degraded Service",""
"INC0272077","Assistance",""
"INC0272076","Degraded Service",""
"INC0272075","Degraded Service",""
"INC0272074","Assistance",""
"INC0272073","Degraded Service",""
"INC0272072","Degraded Service",""
"INC0272071","Assistance",""
"INC0272070","Data migration",""
"INC0272069","Degraded Service",""
"INC0272068","Degraded Service",""
"INC0272067","Degraded Service",""
"INC0272066","Degraded Service",""
"INC0272065","Degraded Service",""
"INC0272064","Assistance",""
"INC0272063","Degraded Service",""
"INC0272062","Degraded Service",""
"INC0272061","Assistance",""
"INC0272060","Degraded Service",""
"INC0272059","Degraded Service",""
"INC0272058","Degraded Service",""
"INC0272057","Degraded Service",""
"INC0272056","Degraded Service",""
"INC0272055","Degraded Service",""
"INC0272054","Degraded Service",""
"INC0272053","Degraded Service",""
"INC0272052","Degraded Service",""
"INC0272051","Degraded Service",""
"INC0272050","Degraded Service",""
"INC0272049","Degraded Service",""
"INC0272048","Degraded Service",""
"INC0272047","Degraded Service",""
"INC0272046","Hardware",""
"INC0272045","Degraded Service",""
"INC0272044","Assistance",""
"INC0272043","Hardware",""
"INC0272042","Degraded Service",""
"INC0272041","Degraded Service",""
"INC0272040","Degraded Service",""
"INC0272039","Degraded Service",""
"INC0272038","Degraded Service",""
"INC0272037","Degraded Service",""
"INC0272036","Degraded Service",""
"INC0272035","Degraded Service",""
"INC0272034","Degraded Service",""
"INC0272033","Degraded Service",""
"INC0272032","Degraded Service",""
"INC0272031","Degraded Service",""
"INC0272030","Assistance",""
"INC0272029","Degraded Service",""
"INC0272028","Degraded Service",""
"INC0272027","Degraded Service",""
"INC0272026","Degraded Service",""
"INC0272025","Hardware",""
"INC0272024","Degraded Service",""
"INC0272023","Degraded Service",""
"INC0272022","Degraded Service",""
"INC0272021","Degraded Service",""
"INC0272020","Degraded Service",""
"INC0272019","Password loss or expired",""
"INC0272018","Degraded Service",""
"INC0272017","Data management",""
"INC0272016","Degraded Service",""
"INC0272015","Degraded Service",""
"INC0272014","Assistance",""
"INC0272013","Degraded Service",""
"INC0272012","Degraded Service",""
"INC0272011","Degraded Service",""
"INC0272010","Degraded Service",""
"INC0272009","Degraded Service",""
"INC0272008","Degraded Service",""
"INC0272007","Assistance",""
"INC0272006","BitLocker",""
"INC0272005","Hardware",""
"INC0272004","Degraded Service",""
"INC0272003","Degraded Service",""
"INC0272002","Assistance",""
"INC0272001","Degraded Service",""
"INC0272000","Hardware",""
"INC0271999","Degraded Service",""
"INC0271998","Degraded Service",""
"INC0271997","Degraded Service",""
"INC0271996","Degraded Service",""
"INC0271995","Account Locked",""
"INC0271994","Assistance",""
"INC0271993","Degraded Service",""
"INC0271992","Degraded Service",""
"INC0271991","Assistance",""
"INC0271990","Hardware",""
"INC0271989","Assistance",""
"INC0271988","Degraded Service",""
"INC0271987","Degraded Service",""
"INC0271986","Degraded Service",""
"INC0271985","Degraded Service",""
"INC0271984","Hardware",""
"INC0271983","Degraded Service",""
"INC0271982","Degraded Service",""
"INC0271981","Data loss / corruption",""
"INC0271980","Data loss / corruption",""
"INC0271979","Degraded Service",""
"INC0271978","Assistance",""
"INC0271977","Assistance",""
"INC0271976","Assistance",""
"INC0271975","Degraded Service",""
"INC0271974","Degraded Service",""
"INC0271973","Degraded Service",""
"INC0271972","Degraded Service",""
"INC0271971","Degraded Service",""
"INC0271970","Degraded Service",""
"INC0271969","Degraded Service",""
"INC0271968","Degraded Service",""
"INC0271967","Degraded Service",""
"INC0271966","Assistance",""
"INC0271965","Assistance",""
"INC0271964","Degraded Service",""
"INC0271963","Degraded Service",""
"INC0271962","Degraded Service",""
"INC0271961","Degraded Service",""
"INC0271960","Degraded Service",""
"INC0271959","Degraded Service",""
"INC0271958","Degraded Service",""
"INC0271957","Degraded Service",""
"INC0271956","Hardware",""
"INC0271955","Hardware",""
"INC0271954","Hardware issue",""
"INC0271953","Security","Mail related"
"INC0271952","Degraded Service",""
"INC0271951","Degraded Service",""
"INC0271950","Degraded Service",""
"INC0271948","Degraded Service",""
"INC0271947","Degraded Service",""
"INC0271946","Degraded Service",""
"INC0271945","Degraded Service",""
"INC0271944","Degraded Service",""
"INC0271943","Degraded Service",""
"INC0271942","Degraded Service",""
"INC0271941","Degraded Service",""
"INC0271940","Degraded Service",""
"INC0271939","Degraded Service",""
"INC0271938","Degraded Service",""
"INC0271937","Degraded Service",""
"INC0271936","Degraded Service",""
"INC0271935","Degraded Service",""
"INC0271934","Degraded Service",""
"INC0271933","Degraded Service",""
"INC0271932","Degraded Service",""
"INC0271931","Degraded Service",""
"INC0271930","Degraded Service",""
"INC0271929","Degraded Service",""
"INC0271928","Degraded Service",""
"INC0271927","Degraded Service",""
"INC0271926","Degraded Service",""
"INC0271925","Degraded Service",""
"INC0271924","Degraded Service",""
"INC0271923","Degraded Service",""
"INC0271922","Degraded Service",""
"INC0271921","Degraded Service",""
"INC0271920","Degraded Service",""
"INC0271919","Degraded Service",""
"INC0271918","Degraded Service",""
"INC0271917","Degraded Service",""
"INC0271916","Degraded Service",""
"INC0271915","Degraded Service",""
"INC0271914","Degraded Service",""
"INC0271913","Degraded Service",""
"INC0271912","Degraded Service",""
"INC0271911","Degraded Service",""
"INC0271910","Degraded Service",""
"INC0271909","Degraded Service",""
"INC0271908","Degraded Service",""
"INC0271907","Degraded Service",""
"INC0271906","Degraded Service",""
"INC0271905","Degraded Service",""
"INC0271904","Degraded Service",""
"INC0271903","Degraded Service",""
"INC0271902","Degraded Service",""
"INC0271901","Degraded Service",""
"INC0271900","Degraded Service",""
"INC0271899","Degraded Service",""
"INC0271898","Degraded Service",""
"INC0271897","Degraded Service",""
"INC0271896","Degraded Service",""
"INC0271895","Degraded Service",""
"INC0271894","Degraded Service",""
"INC0271893","Degraded Service",""
"INC0271892","Degraded Service",""
"INC0271891","Degraded Service",""
"INC0271890","Degraded Service",""
"INC0271889","Degraded Service",""
"INC0271888","Degraded Service",""
"INC0271887","Degraded Service",""
"INC0271886","Degraded Service",""
"INC0271885","Degraded Service",""
"INC0271884","Degraded Service",""
"INC0271883","Degraded Service",""
"INC0271882","Degraded Service",""
"INC0271881","Degraded Service",""
"INC0271880","Degraded Service",""
"INC0271879","Degraded Service",""
"INC0271878","Security","Mail related"
"INC0271877","Degraded Service",""
"INC0271876","Degraded Service",""
"INC0271875","Degraded Service",""
"INC0271874","Degraded Service",""
"INC0271873","Degraded Service",""
"INC0271872","Degraded Service",""
"INC0271871","Degraded Service",""
"INC0271870","Degraded Service",""
"INC0271869","Degraded Service",""
"INC0271868","Degraded Service",""
"INC0271867","Degraded Service",""
"INC0271866","Degraded Service",""
"INC0271865","Degraded Service",""
"INC0271864","Degraded Service",""
"INC0271863","Degraded Service",""
"INC0271862","Degraded Service",""
"INC0271861","Degraded Service",""
"INC0271860","Degraded Service",""
"INC0271859","Degraded Service",""
"INC0271858","Degraded Service",""
"INC0271857","Degraded Service",""
"INC0271856","Degraded Service",""
"INC0271855","Degraded Service",""
"INC0271854","Degraded Service",""
"INC0271853","Degraded Service",""
"INC0271852","Degraded Service",""
"INC0271851","Degraded Service",""
"INC0271850","Degraded Service",""
"INC0271849","Degraded Service",""
"INC0271848","Degraded Service",""
"INC0271847","Degraded Service",""
"INC0271846","Degraded Service",""
"INC0271845","Degraded Service",""
"INC0271844","Degraded Service",""
"INC0271843","Degraded Service",""
"INC0271842","Degraded Service",""
"INC0271841","Degraded Service",""
"INC0271840","Degraded Service",""
"INC0271839","Degraded Service",""
"INC0271838","Degraded Service",""
"INC0271837","Degraded Service",""
"INC0271836","Degraded Service",""
"INC0271835","Degraded Service",""
"INC0271834","Degraded Service",""
"INC0271833","Degraded Service",""
"INC0271832","Degraded Service",""
"INC0271831","Degraded Service",""
"INC0271830","Degraded Service",""
"INC0271829","Degraded Service",""
"INC0271828","Degraded Service",""
"INC0271827","Degraded Service",""
"INC0271826","Degraded Service",""
"INC0271825","Degraded Service",""
"INC0271824","Degraded Service",""
"INC0271823","Information",""
"INC0271822","Degraded Service",""
"INC0271821","Degraded Service",""
"INC0271820","Degraded Service",""
"INC0271819","Degraded Service",""
"INC0271818","Degraded Service",""
"INC0271817","Degraded Service",""
"INC0271816","Degraded Service",""
"INC0271815","Degraded Service",""
"INC0271814","Degraded Service",""
"INC0271813","Degraded Service",""
"INC0271812","Degraded Service",""
"INC0271811","Degraded Service",""
"INC0271810","Degraded Service",""
"INC0271809","Degraded Service",""
"INC0271808","Degraded Service",""
"INC0271807","Information",""
"INC0271806","Degraded Service",""
"INC0271805","Degraded Service",""
"INC0271804","Degraded Service",""
"INC0271803","Degraded Service",""
"INC0271802","Degraded Service",""
"INC0271801","Degraded Service",""
"INC0271800","Degraded Service",""
"INC0271799","Degraded Service",""
"INC0271798","Degraded Service",""
"INC0271797","Degraded Service",""
"INC0271796","Degraded Service",""
"INC0271795","Degraded Service",""
"INC0271794","Degraded Service",""
"INC0271793","Degraded Service",""
"INC0271792","Degraded Service",""
"INC0271791","Degraded Service",""
"INC0271790","Degraded Service",""
"INC0271789","Degraded Service",""
"INC0271788","Degraded Service",""
"INC0271787","Degraded Service",""
"INC0271786","Degraded Service",""
"INC0271785","Degraded Service",""
"INC0271784","Degraded Service",""
"INC0271783","Degraded Service",""
"INC0271782","Degraded Service",""
"INC0271781","Degraded Service",""
"INC0271780","Access rights",""
"INC0271779","Degraded Service",""
"INC0271778","Degraded Service",""
"INC0271777","Degraded Service",""
"INC0271776","Degraded Service",""
"INC0271775","Degraded Service",""
"INC0271774","Degraded Service",""
"INC0271773","Degraded Service",""
"INC0271772","Degraded Service",""
"INC0271771","Degraded Service",""
"INC0271770","Degraded Service",""
"INC0271769","Degraded Service",""
"INC0271768","Degraded Service",""
"INC0271767","Degraded Service",""
"INC0271766","Degraded Service",""
"INC0271765","Degraded Service",""
"INC0271764","Degraded Service",""
"INC0271763","Degraded Service",""
"INC0271762","Degraded Service",""
"INC0271761","Degraded Service",""
"INC0271760","Degraded Service",""
"INC0271759","Degraded Service",""
"INC0271758","Degraded Service",""
"INC0271757","Degraded Service",""
"INC0271756","Degraded Service",""
"INC0271755","Degraded Service",""
"INC0271754","Degraded Service",""
"INC0271753","Degraded Service",""
"INC0271752","Degraded Service",""
"INC0271751","Degraded Service",""
"INC0271750","Degraded Service",""
"INC0271749","Degraded Service",""
"INC0271748","Degraded Service",""
"INC0271747","Degraded Service",""
"INC0271746","Degraded Service",""
"INC0271745","Degraded Service",""
"INC0271744","Degraded Service",""
"INC0271743","Degraded Service",""
"INC0271742","Degraded Service",""
"INC0271741","Degraded Service",""
"INC0271740","Degraded Service",""
"INC0271739","Degraded Service",""
"INC0271738","Degraded Service",""
"INC0271737","Degraded Service",""
"INC0271736","Degraded Service",""
"INC0271735","Degraded Service",""
